CaseID,Activity,EventType,Resource,Timestamp
406,Activity 1,complete,Role #1,2020-03-16T02:17:50.353
406,Activity 2,assign,Role #1,2020-03-16T02:17:50.353
406,Activity 2,start,Role #1,2020-04-23T04:22:40.252
406,Activity 2,complete,Role #1,2020-04-23T04:33:03.456
406,Activity 3,assign,Role #2,2020-04-23T04:33:03.456
406,Activity 3,start,Role #2,2020-04-23T05:03:38.916
406,Activity 3,complete,Role #2,2020-04-23T05:20:48.234
406,Activity 4,assign,Role #2,2020-04-23T05:20:48.234
406,Activity 5,assign,Role #2,2020-04-23T05:20:48.234
406,Activity 4,start,Role #2,2020-04-23T05:27:10.188
406,Activity 5,start,Role #2,2020-04-23T05:29:49.206
406,Activity 5,complete,Role #2,2020-04-23T05:33:57.461
406,Activity 4,complete,Role #2,2020-04-23T05:54:26.564
406,Activity 8,assign,Role #4,2020-04-23T05:54:26.564
406,Activity 8,start,Role #4,2020-05-29T05:05:10.134
406,Activity 8,complete,Role #4,2020-05-29T06:07:31.437
410,Activity 1,assign,Role #1,2020-01-17T09:59:00.946
410,Activity 1,start,Role #1,2020-03-16T02:36:20.587
410,Activity 1,complete,Role #1,2020-03-16T02:58:46.450
410,Activity 2,assign,Role #1,2020-03-16T02:58:46.450
410,Activity 2,start,Role #1,2020-04-23T04:48:37.510
410,Activity 2,complete,Role #1,2020-04-23T04:59:40.531
410,Activity 6,assign,Role #3,2020-04-23T04:59:40.531
410,Activity 6,start,Role #3,2020-04-23T04:59:40.531
410,Activity 6,complete,Role #3,2020-04-23T05:12:20.029
410,Activity 7,assign,Role #3,2020-04-23T05:12:20.029
410,Activity 7,start,Role #3,2020-04-23T05:12:20.029
410,Activity 7,complete,Role #3,2020-04-23T05:16:55.773
410,Activity 8,assign,Role #4,2020-04-23T05:16:55.773
410,Activity 8,start,Role #4,2020-05-28T06:20:42.256
410,Activity 8,complete,Role #4,2020-05-28T06:57:55.525
411,Activity 1,assign,Role #1,2020-01-17T09:59:36.458
411,Activity 1,start,Role #1,2020-03-16T02:38:22.623
411,Activity 1,complete,Role #1,2020-03-16T02:51:06.784
411,Activity 2,assign,Role #1,2020-03-16T02:51:06.784
411,Activity 2,start,Role #1,2020-04-23T04:45:14.278
411,Activity 2,complete,Role #1,2020-04-23T04:53:06.533
411,Activity 6,assign,Role #3,2020-04-23T04:53:06.533
411,Activity 6,start,Role #3,2020-04-23T04:53:06.533
411,Activity 6,complete,Role #3,2020-04-23T05:02:37.705
411,Activity 7,assign,Role #3,2020-04-23T05:02:37.705
411,Activity 7,start,Role #3,2020-04-23T05:02:37.705
411,Activity 7,complete,Role #3,2020-04-23T05:25:55.189
411,Activity 8,assign,Role #4,2020-04-23T05:25:55.189
411,Activity 8,start,Role #4,2020-05-28T06:57:55.525
411,Activity 8,complete,Role #4,2020-05-28T07:34:26.458
400,Activity 1,assign,Role #1,2020-01-17T08:51:20.046
400,Activity 1,start,Role #1,2020-03-12T03:10:40.503
400,Activity 1,complete,Role #1,2020-03-12T03:24:00.878
400,Activity 2,assign,Role #1,2020-03-12T03:24:00.878
400,Activity 2,start,Role #1,2020-04-23T03:47:25.240
400,Activity 2,complete,Role #1,2020-04-23T03:55:26.002
400,Activity 6,assign,Role #3,2020-04-23T03:55:26.002
400,Activity 6,start,Role #3,2020-04-23T03:55:26.002
400,Activity 6,complete,Role #3,2020-04-23T04:10:55.685
400,Activity 7,assign,Role #3,2020-04-23T04:10:55.685
400,Activity 7,start,Role #3,2020-04-23T04:10:55.685
400,Activity 7,complete,Role #3,2020-04-23T04:35:50.054
400,Activity 8,assign,Role #4,2020-04-23T04:35:50.054
400,Activity 8,start,Role #4,2020-05-26T08:56:18.298
400,Activity 8,complete,Role #4,2020-05-27T05:36:01.622
412,Activity 1,assign,Role #1,2020-01-17T10:04:15.012
412,Activity 1,start,Role #1,2020-03-16T02:51:06.784
412,Activity 1,complete,Role #1,2020-03-16T03:20:47.179
412,Activity 2,assign,Role #1,2020-03-16T03:20:47.179
412,Activity 2,start,Role #1,2020-04-23T04:59:40.531
412,Activity 2,complete,Role #1,2020-04-27T03:08:44.215
412,Activity 3,assign,Role #2,2020-04-27T03:08:44.215
412,Activity 3,start,Role #2,2020-04-27T03:08:44.215
412,Activity 3,complete,Role #2,2020-04-27T04:15:18.572
412,Activity 4,assign,Role #2,2020-04-27T04:15:18.572
412,Activity 5,assign,Role #2,2020-04-27T04:15:18.572
412,Activity 4,start,Role #2,2020-04-27T04:18:48.017
412,Activity 5,start,Role #2,2020-04-27T04:19:56.290
412,Activity 5,complete,Role #2,2020-04-27T04:24:23.733
412,Activity 4,complete,Role #2,2020-04-27T04:31:51.007
412,Activity 8,assign,Role #4,2020-04-27T04:31:51.007
412,Activity 8,start,Role #4,2020-05-29T06:07:31.437
412,Activity 8,complete,Role #4,2020-05-29T06:38:49.741
401,Activity 1,assign,Role #1,2020-01-17T08:51:37.021
401,Activity 1,start,Role #1,2020-03-12T03:24:00.878
401,Activity 1,complete,Role #1,2020-03-12T03:33:20.542
401,Activity 2,assign,Role #1,2020-03-12T03:33:20.542
401,Activity 2,start,Role #1,2020-04-23T03:55:26.002
401,Activity 2,complete,Role #1,2020-04-23T04:03:53.412
401,Activity 6,assign,Role #3,2020-04-23T04:03:53.412
401,Activity 6,start,Role #3,2020-04-23T04:03:53.412
401,Activity 6,complete,Role #3,2020-04-23T04:16:02.431
401,Activity 7,assign,Role #3,2020-04-23T04:16:02.431
401,Activity 7,start,Role #3,2020-04-23T04:16:02.431
401,Activity 7,complete,Role #3,2020-04-23T04:45:27.763
401,Activity 8,assign,Role #4,2020-04-23T04:45:27.763
401,Activity 8,start,Role #4,2020-05-27T06:54:38.288
401,Activity 8,complete,Role #4,2020-05-27T07:28:45.852
403,Activity 1,assign,Role #1,2020-01-17T09:15:22.218
403,Activity 1,start,Role #1,2020-03-12T03:33:20.542
403,Activity 1,complete,Role #1,2020-03-12T03:49:36.166
403,Activity 2,assign,Role #1,2020-03-12T03:49:36.166
403,Activity 2,start,Role #1,2020-04-23T04:08:27.709
403,Activity 2,complete,Role #1,2020-04-23T04:22:40.252
403,Activity 3,assign,Role #2,2020-04-23T04:22:40.252
403,Activity 3,start,Role #2,2020-04-23T04:51:09.378
403,Activity 3,complete,Role #2,2020-04-23T05:03:27.543
403,Activity 4,assign,Role #2,2020-04-23T05:03:27.543
403,Activity 5,assign,Role #2,2020-04-23T05:03:27.543
403,Activity 4,start,Role #2,2020-04-23T05:20:48.234
403,Activity 5,start,Role #2,2020-04-23T05:22:14.058
403,Activity 5,complete,Role #2,2020-04-23T05:27:10.188
403,Activity 4,complete,Role #2,2020-04-23T05:42:26.301
403,Activity 8,assign,Role #4,2020-04-23T05:42:26.301
403,Activity 8,start,Role #4,2020-05-28T08:11:39.940
403,Activity 8,complete,Role #4,2020-05-29T05:05:10.134
413,Activity 1,assign,Role #1,2020-01-17T10:04:54.345
413,Activity 1,start,Role #1,2020-03-16T02:58:46.450
413,Activity 1,complete,Role #1,2020-03-16T03:15:21.691
413,Activity 2,assign,Role #1,2020-03-16T03:15:21.691
413,Activity 2,start,Role #1,2020-04-23T04:53:06.533
413,Activity 2,complete,Role #1,2020-04-27T03:06:04.619
413,Activity 6,assign,Role #3,2020-04-27T03:06:04.619
413,Activity 6,start,Role #3,2020-04-27T03:06:04.619
413,Activity 6,complete,Role #3,2020-04-29T04:09:55.735
413,Activity 7,assign,Role #3,2020-04-29T04:09:55.735
413,Activity 7,start,Role #3,2020-04-29T04:35:41.332
413,Activity 7,complete,Role #3,2020-04-29T04:54:17.586
413,Activity 8,assign,Role #4,2020-04-29T04:54:17.586
413,Activity 8,start,Role #4,2020-06-03T08:34:48.038
413,Activity 8,complete,Role #4,2020-06-04T05:06:20.272
402,Activity 1,assign,Role #1,2020-01-17T08:57:09.696
402,Activity 1,start,Role #1,2020-03-12T03:25:32.914
402,Activity 1,complete,Role #1,2020-03-12T03:37:17.975
402,Activity 2,assign,Role #1,2020-03-12T03:37:17.975
402,Activity 2,start,Role #1,2020-04-23T04:03:53.412
402,Activity 2,complete,Role #1,2020-04-23T04:12:02.234
402,Activity 6,assign,Role #3,2020-04-23T04:12:02.234
402,Activity 6,start,Role #3,2020-04-23T04:12:02.234
402,Activity 6,complete,Role #3,2020-04-23T04:20:44.493
402,Activity 7,assign,Role #3,2020-04-23T04:20:44.493
402,Activity 7,start,Role #3,2020-04-23T04:20:44.493
402,Activity 7,complete,Role #3,2020-04-23T04:39:45.170
402,Activity 8,assign,Role #4,2020-04-23T04:39:45.170
402,Activity 8,start,Role #4,2020-05-27T06:35:18.424
402,Activity 8,complete,Role #4,2020-05-27T07:29:24.030
300,Activity 1,assign,Role #1,2020-01-16T08:04:18.492
300,Activity 1,start,Role #1,2020-02-27T02:28:08.728
300,Activity 1,complete,Role #1,2020-02-27T02:47:52.621
300,Activity 2,assign,Role #1,2020-02-27T02:47:52.621
300,Activity 2,start,Role #1,2020-04-16T03:05:00.719
300,Activity 2,complete,Role #1,2020-04-16T03:14:10.281
300,Activity 3,assign,Role #2,2020-04-16T03:14:10.281
300,Activity 3,start,Role #2,2020-04-16T03:14:10.281
300,Activity 3,complete,Role #2,2020-04-16T04:15:06.247
300,Activity 4,assign,Role #2,2020-04-16T04:15:06.247
300,Activity 5,assign,Role #2,2020-04-16T04:15:06.247
300,Activity 4,start,Role #2,2020-04-16T04:39:56.763
300,Activity 5,start,Role #2,2020-04-16T04:44:39.985
300,Activity 5,complete,Role #2,2020-04-16T04:49:33.987
300,Activity 4,complete,Role #2,2020-04-16T04:56:29.951
300,Activity 8,assign,Role #4,2020-04-16T04:56:29.951
300,Activity 8,start,Role #4,2020-05-12T07:42:45.960
300,Activity 8,complete,Role #4,2020-05-12T08:26:19.486
301,Activity 1,assign,Role #1,2020-01-16T08:05:17.580
301,Activity 1,start,Role #1,2020-02-27T02:31:42.759
301,Activity 1,complete,Role #1,2020-02-27T02:49:05.801
301,Activity 2,assign,Role #1,2020-02-27T02:49:05.801
301,Activity 2,start,Role #1,2020-04-16T03:08:18.745
301,Activity 2,complete,Role #1,2020-04-16T03:16:59.153
301,Activity 3,assign,Role #2,2020-04-16T03:16:59.153
301,Activity 3,start,Role #2,2020-04-16T03:16:59.153
301,Activity 3,complete,Role #2,2020-04-16T04:19:46.665
301,Activity 4,assign,Role #2,2020-04-16T04:19:46.665
301,Activity 5,assign,Role #2,2020-04-16T04:19:46.665
301,Activity 4,start,Role #2,2020-04-16T04:49:33.987
301,Activity 5,start,Role #2,2020-04-16T04:56:29.951
301,Activity 4,complete,Role #2,2020-04-16T05:00:44.134
301,Activity 5,complete,Role #2,2020-04-16T05:01:06.253
301,Activity 8,assign,Role #4,2020-04-16T05:01:06.253
301,Activity 8,start,Role #4,2020-05-12T08:37:32.833
301,Activity 8,complete,Role #4,2020-05-13T05:20:21.832
416,Activity 1,assign,Role #1,2020-01-17T10:06:24.394
416,Activity 1,start,Role #1,2020-03-16T03:23:52.764
416,Activity 1,complete,Role #1,2020-03-16T03:42:14.920
416,Activity 2,assign,Role #1,2020-03-16T03:42:14.920
416,Activity 2,start,Role #1,2020-04-27T03:17:45.935
416,Activity 2,complete,Role #1,2020-04-27T03:32:30.437
416,Activity 3,assign,Role #2,2020-04-27T03:32:30.437
416,Activity 3,start,Role #2,2020-04-27T03:32:30.437
416,Activity 3,complete,Role #2,2020-04-27T04:16:41.327
416,Activity 4,assign,Role #2,2020-04-27T04:16:41.327
416,Activity 5,assign,Role #2,2020-04-27T04:16:41.327
416,Activity 4,start,Role #2,2020-04-27T04:24:23.733
416,Activity 5,start,Role #2,2020-04-27T04:30:53.197
416,Activity 5,complete,Role #2,2020-04-27T04:36:44.161
416,Activity 4,complete,Role #2,2020-04-27T04:38:12.121
416,Activity 8,assign,Role #4,2020-04-27T04:38:12.121
416,Activity 8,start,Role #4,2020-05-29T06:18:18.960
416,Activity 8,complete,Role #4,2020-05-29T07:09:01.968
414,Activity 1,assign,Role #1,2020-01-17T10:05:32.718
414,Activity 1,start,Role #1,2020-03-16T03:15:21.691
414,Activity 1,complete,Role #1,2020-03-16T03:23:52.764
414,Activity 2,assign,Role #1,2020-03-16T03:23:52.764
414,Activity 2,start,Role #1,2020-04-27T03:06:04.619
414,Activity 2,complete,Role #1,2020-04-27T03:17:45.935
414,Activity 6,assign,Role #3,2020-04-27T03:17:45.935
414,Activity 6,start,Role #3,2020-04-27T03:17:45.935
414,Activity 6,complete,Role #3,2020-04-29T04:09:49.040
414,Activity 7,assign,Role #3,2020-04-29T04:09:49.040
414,Activity 7,start,Role #3,2020-04-29T04:34:59.391
414,Activity 7,complete,Role #3,2020-04-29T04:56:11.097
414,Activity 8,assign,Role #4,2020-04-29T04:56:11.097
414,Activity 8,start,Role #4,2020-06-04T06:24:33.642
414,Activity 8,complete,Role #4,2020-06-04T07:09:35.035
418,Activity 1,assign,Role #1,2020-01-17T10:09:04.500
418,Activity 1,start,Role #1,2020-03-16T03:42:14.920
418,Activity 1,complete,Role #1,2020-03-16T03:58:55.422
418,Activity 2,assign,Role #1,2020-03-16T03:58:55.422
418,Activity 2,start,Role #1,2020-04-27T03:31:38.588
418,Activity 2,complete,Role #1,2020-04-27T03:42:03.343
418,Activity 6,assign,Role #3,2020-04-27T03:42:03.343
418,Activity 6,start,Role #3,2020-04-27T03:42:03.343
418,Activity 6,complete,Role #3,2020-04-29T04:08:54.624
418,Activity 7,assign,Role #3,2020-04-29T04:08:54.624
418,Activity 7,start,Role #3,2020-04-29T04:32:35.512
418,Activity 7,complete,Role #3,2020-04-29T04:41:38.322
418,Activity 8,assign,Role #4,2020-04-29T04:41:38.322
418,Activity 8,start,Role #4,2020-06-03T07:01:04.598
418,Activity 8,complete,Role #4,2020-06-03T07:40:38.710
415,Activity 1,assign,Role #1,2020-01-17T10:05:51.739
415,Activity 1,start,Role #1,2020-03-16T03:20:47.179
415,Activity 1,complete,Role #1,2020-03-16T03:33:32.588
415,Activity 2,assign,Role #1,2020-03-16T03:33:32.588
415,Activity 2,start,Role #1,2020-04-27T03:08:44.215
415,Activity 2,complete,Role #1,2020-04-27T03:21:33.651
415,Activity 3,assign,Role #2,2020-04-27T03:21:33.651
415,Activity 3,start,Role #2,2020-04-27T03:21:33.651
415,Activity 3,complete,Role #2,2020-04-27T04:09:02.884
415,Activity 4,assign,Role #2,2020-04-27T04:09:02.884
415,Activity 5,assign,Role #2,2020-04-27T04:09:02.884
415,Activity 4,start,Role #2,2020-04-27T04:09:02.884
415,Activity 5,start,Role #2,2020-04-27T04:15:18.572
415,Activity 5,complete,Role #2,2020-04-27T04:19:56.290
415,Activity 4,complete,Role #2,2020-04-27T04:30:53.197
415,Activity 8,assign,Role #4,2020-04-27T04:30:53.197
415,Activity 8,start,Role #4,2020-05-29T05:24:08.103
415,Activity 8,complete,Role #4,2020-05-29T06:18:18.960
419,Activity 1,assign,Role #1,2020-01-17T10:12:08.020
419,Activity 1,start,Role #1,2020-03-16T03:50:57.146
419,Activity 1,complete,Role #1,2020-03-17T02:03:29.405
419,Activity 2,assign,Role #1,2020-03-17T02:03:29.405
419,Activity 2,start,Role #1,2020-04-27T03:32:30.437
419,Activity 2,complete,Role #1,2020-04-27T03:42:43.435
419,Activity 6,assign,Role #3,2020-04-27T03:42:43.435
419,Activity 6,start,Role #3,2020-04-27T03:42:43.435
419,Activity 6,complete,Role #3,2020-04-29T04:08:41.137
419,Activity 7,assign,Role #3,2020-04-29T04:08:41.137
419,Activity 7,start,Role #3,2020-04-29T04:31:56.801
419,Activity 7,complete,Role #3,2020-04-29T05:00:45.542
419,Activity 8,assign,Role #4,2020-04-29T05:00:45.542
419,Activity 8,start,Role #4,2020-06-04T07:09:35.035
419,Activity 8,complete,Role #4,2020-06-04T07:48:01.147
417,Activity 1,assign,Role #1,2020-01-17T10:06:36.216
417,Activity 1,start,Role #1,2020-03-16T03:33:32.588
417,Activity 1,complete,Role #1,2020-03-16T03:50:57.146
417,Activity 2,assign,Role #1,2020-03-16T03:50:57.146
417,Activity 2,start,Role #1,2020-04-27T03:21:33.651
417,Activity 2,complete,Role #1,2020-04-27T03:31:38.588
417,Activity 6,assign,Role #3,2020-04-27T03:31:38.588
417,Activity 6,start,Role #3,2020-04-27T03:31:38.588
417,Activity 6,complete,Role #3,2020-04-29T04:05:23.852
417,Activity 7,assign,Role #3,2020-04-29T04:05:23.852
417,Activity 7,start,Role #3,2020-04-29T04:28:13.213
417,Activity 7,complete,Role #3,2020-04-29T04:54:54.293
417,Activity 8,assign,Role #4,2020-04-29T04:54:54.293
417,Activity 8,start,Role #4,2020-06-04T05:03:55.408
417,Activity 8,complete,Role #4,2020-06-04T05:34:09.352
312,Activity 1,assign,Role #1,2020-01-16T09:27:31.411
312,Activity 1,start,Role #1,2020-03-02T02:06:54.899
312,Activity 1,complete,Role #1,2020-03-02T02:29:11.028
312,Activity 2,assign,Role #1,2020-03-02T02:29:11.028
312,Activity 2,start,Role #1,2020-04-16T04:04:51.561
312,Activity 2,complete,Role #1,2020-04-16T04:16:26.084
312,Activity 3,assign,Role #2,2020-04-16T04:16:26.084
312,Activity 3,start,Role #2,2020-04-16T04:48:10.305
312,Activity 3,complete,Role #2,2020-04-16T05:01:40.982
312,Activity 4,assign,Role #2,2020-04-16T05:01:40.982
312,Activity 5,assign,Role #2,2020-04-16T05:01:40.982
312,Activity 4,start,Role #2,2020-04-16T05:34:31.405
312,Activity 5,start,Role #2,2020-04-16T05:38:43.439
312,Activity 5,complete,Role #2,2020-04-16T05:44:20.216
312,Activity 4,complete,Role #2,2020-04-16T05:54:23.206
312,Activity 8,assign,Role #4,2020-04-16T05:54:23.206
312,Activity 8,start,Role #4,2020-05-13T08:50:44.654
312,Activity 8,complete,Role #4,2020-05-14T05:43:49.842
426,Activity 1,assign,Role #1,2020-01-17T10:48:38.551
426,Activity 1,start,Role #1,2020-03-17T02:55:17.055
426,Activity 1,complete,Role #1,2020-03-17T03:16:16.969
426,Activity 2,assign,Role #1,2020-03-17T03:16:16.969
426,Activity 2,start,Role #1,2020-04-27T04:05:01.335
426,Activity 2,complete,Role #1,2020-04-27T04:15:12.200
426,Activity 3,assign,Role #2,2020-04-27T04:15:12.200
426,Activity 3,start,Role #2,2020-04-27T04:16:41.327
426,Activity 3,complete,Role #2,2020-04-27T04:36:35.722
426,Activity 4,assign,Role #2,2020-04-27T04:36:35.722
426,Activity 5,assign,Role #2,2020-04-27T04:36:35.722
426,Activity 4,start,Role #2,2020-04-27T04:40:50.583
426,Activity 5,start,Role #2,2020-04-27T04:50:22.735
426,Activity 5,complete,Role #2,2020-04-27T04:55:04.658
426,Activity 4,complete,Role #2,2020-04-27T05:04:56.047
426,Activity 8,assign,Role #4,2020-04-27T05:04:56.047
426,Activity 8,start,Role #4,2020-05-29T07:09:01.968
426,Activity 8,complete,Role #4,2020-05-29T07:58:27.679
310,Activity 1,assign,Role #1,2020-01-16T09:05:31.264
310,Activity 1,start,Role #1,2020-02-27T03:46:31.939
310,Activity 1,complete,Role #1,2020-03-02T02:06:54.899
310,Activity 2,assign,Role #1,2020-03-02T02:06:54.899
310,Activity 2,start,Role #1,2020-04-16T03:52:57.748
310,Activity 2,complete,Role #1,2020-04-16T04:04:51.561
310,Activity 3,assign,Role #2,2020-04-16T04:04:51.561
310,Activity 3,start,Role #2,2020-04-16T04:24:01.062
310,Activity 3,complete,Role #2,2020-04-16T04:39:44.644
310,Activity 4,assign,Role #2,2020-04-16T04:39:44.644
310,Activity 5,assign,Role #2,2020-04-16T04:39:44.644
310,Activity 4,start,Role #2,2020-04-16T05:22:59.166
310,Activity 5,start,Role #2,2020-04-16T05:24:11.496
310,Activity 5,complete,Role #2,2020-04-16T05:29:07.679
310,Activity 4,complete,Role #2,2020-04-16T05:38:43.439
310,Activity 8,assign,Role #4,2020-04-16T05:38:43.439
310,Activity 8,start,Role #4,2020-05-13T08:10:11.985
310,Activity 8,complete,Role #4,2020-05-13T08:50:44.654
428,Activity 1,assign,Role #1,2020-01-17T10:51:30.669
428,Activity 1,start,Role #1,2020-03-17T03:16:16.969
428,Activity 1,complete,Role #1,2020-03-17T03:36:47.783
428,Activity 2,assign,Role #1,2020-03-17T03:36:47.783
428,Activity 2,start,Role #1,2020-04-27T04:11:39.624
428,Activity 2,complete,Role #1,2020-04-27T04:23:11.586
428,Activity 3,assign,Role #2,2020-04-27T04:23:11.586
428,Activity 3,start,Role #2,2020-04-27T04:36:44.161
428,Activity 3,complete,Role #2,2020-04-27T04:50:22.735
428,Activity 4,assign,Role #2,2020-04-27T04:50:22.735
428,Activity 5,assign,Role #2,2020-04-27T04:50:22.735
428,Activity 4,start,Role #2,2020-04-27T04:55:04.658
428,Activity 5,start,Role #2,2020-04-27T04:55:21.041
428,Activity 5,complete,Role #2,2020-04-27T05:00:54.350
428,Activity 4,complete,Role #2,2020-04-27T05:09:18.244
428,Activity 8,assign,Role #4,2020-04-27T05:09:18.244
428,Activity 8,start,Role #4,2020-05-29T07:26:28.908
428,Activity 8,complete,Role #4,2020-05-29T08:14:17.592
318,Activity 1,assign,Role #1,2020-01-16T09:56:33.381
318,Activity 1,start,Role #1,2020-03-02T03:05:08.993
318,Activity 1,complete,Role #1,2020-03-02T03:24:39.385
318,Activity 2,assign,Role #1,2020-03-02T03:24:39.385
318,Activity 2,start,Role #1,2020-04-16T04:39:56.744
318,Activity 2,complete,Role #1,2020-04-16T04:59:15.107
318,Activity 3,assign,Role #2,2020-04-16T04:59:15.107
318,Activity 3,start,Role #2,2020-04-16T05:29:57.883
318,Activity 3,complete,Role #2,2020-04-16T05:47:01.971
318,Activity 4,assign,Role #2,2020-04-16T05:47:01.971
318,Activity 5,assign,Role #2,2020-04-16T05:47:01.971
318,Activity 4,start,Role #2,2020-04-16T05:47:01.971
318,Activity 5,start,Role #2,2020-04-16T05:49:59.601
318,Activity 4,complete,Role #2,2020-04-16T05:54:12.168
318,Activity 5,complete,Role #2,2020-04-16T05:54:36.363
318,Activity 8,assign,Role #4,2020-04-16T05:54:36.363
318,Activity 8,start,Role #4,2020-05-14T05:23:19.560
318,Activity 8,complete,Role #4,2020-05-14T06:08:18.416
307,Activity 1,assign,Role #1,2020-01-16T08:49:57.138
307,Activity 1,start,Role #1,2020-02-27T03:24:28.870
307,Activity 1,complete,Role #1,2020-02-27T03:41:52.549
307,Activity 2,assign,Role #1,2020-02-27T03:41:52.549
307,Activity 2,start,Role #1,2020-04-16T03:38:05.948
307,Activity 2,complete,Role #1,2020-04-16T03:51:05.495
307,Activity 3,assign,Role #2,2020-04-16T03:51:05.495
307,Activity 3,start,Role #2,2020-04-16T04:15:06.247
307,Activity 3,complete,Role #2,2020-04-16T04:30:18.313
307,Activity 4,assign,Role #2,2020-04-16T04:30:18.313
307,Activity 5,assign,Role #2,2020-04-16T04:30:18.313
